标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,任务类型
【创意短视频】flash动画制作,https://task.epwk.com/492844/,1651人,7人,¥1000,圆满完成,yantingji,参见附件。,2017-04-16,2017.05.06,任务编号：492844,1000.0,"15天,8天,1天,10天,7天","辽宁省-沈阳市-皇姑区,浙江省-杭州市-余杭区,浙江省-杭州市-江干区,北京市-北京市-朝阳区,北京市-北京市-朝阳区",辽宁忆岚数字科技有限公司,https://shop.epwk.com/mod0449k45yv/,辽宁忆岚数字科技有限公司,出售服务,https://shop.epwk.com/mod0449k45yv/chushou/,企业,八品,40分,,,辽宁忆岚数字科技有限公司,,AR与VR开发,"￥20000
            /起",多媒体智能控制软件开发,"￥10000
            /起",软件APP开发,"￥10000
            /起",全息投影,价格面议,创意短视频
【广告片/MV】产品广告片制作,https://task.epwk.com/492749/,2464人,5人,¥6000,圆满完成,o5679****14a0c,产品：绘画笔用途：油画，水粉画包装：硬卡纸附UV，天地盖设计单位：盒（1盒支装）时长：59秒分辨率：1920*1080周期7天。要求：全方面360度 展示产品的高清细节以及语音播报,2017-04-16,2017.05.07,任务编号：492749,6000.0,"20天,1天,10天","重庆市-重庆市-渝北区,广东省-佛山市-顺德区,湖北省-武汉市-洪山区",重庆明艳文化传媒有限公司,https://shop.epwk.com/4rn8qqo21ngm/,重庆明艳文化传媒有限公司,出售服务,https://shop.epwk.com/4rn8qqo21ngm/chushou/,企业,一品,50分,,,重庆明艳文化传媒有限公司,,微电影制作,价格面议,MG动画制作,价格面议,广告片,价格面议,app二次开发,价格面议,广告片/MV
【广告片/MV】工作室宣传片制作,https://task.epwk.com/491065/,2485人,13人,¥3500,圆满完成,o58eb3ba33c9b9,工作室需要做个宣传片我们工作室是做代练的，LOL，DNF，屁股（守望先锋）要求：偏二维的，最好有些三维，文案各位设计师随意发挥发挥，主要体现客户至上，因为刚好遇见你时间1分10秒左右。子聪先生,2017-04-10,2017.04.12,任务编号：491065,3500.0,"7天,1天,14天,15天,10天,9天,3天,7天,7天","广东省-广州市-番禺区,浙江省-杭州市-江干区,北京市-北京市-海淀区,河北省-唐山市-路北区,广东省-深圳市-宝安区,广东省-广州市-荔湾区,北京市-北京市-海淀区,重庆市-市辖区-沙坪坝区,广东省-中山市-中山市",因为工作室,https://shop.epwk.com/2j5jj2qg95pz/,因为工作室,出售服务,https://shop.epwk.com/2j5jj2qg95pz/chushou/,工作室,四品,40分,,,因为工作室,,LOGO设计,"￥500
            /款",QQ表情设计,"￥1500
            /组",名片设计,"￥100
            /款",包装设计,"￥2500
            /套",广告片/MV
【FLASH制作】政策解读MG动画制作,https://task.epwk.com/490254/,2100人,1人,¥6760,圆满完成,mf139****7887,制作一条MG动画短片+配音，2分钟以内。,2017-04-07,2017.04.27,任务编号：490254,6760.0,7天,福建省-漳州市-云霄县,重庆漫艺网络科技有限公司,https://shop.epwk.com/qgdmjjk0gdke/,,,,,,,,,,,,,,,,,,,FLASH制作
【三维动画】90s三维动画制作,https://task.epwk.com/489695/,1722人,1人,¥3500,圆满完成,mf131****9595,按照之前谈好的做三维动画成片,2017-04-06,2017.05.08,任务编号：489695,3500.0,30天,黑龙江-牡丹江市-爱民区,乒乓左右,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,三维动画
【视频定制】视频录屏配音加后期,https://task.epwk.com/488242/,2207人,1人,¥1750,圆满完成,wting,北京名策数据有限公司视频录屏配音加后期,2017-03-31,2017.06.01,任务编号：488242,1750.0,20天,浙江省-杭州市-余杭区,杭州木惟影视传媒有限公司,https://shop.epwk.com/7lngq0ezwdmr/,,,,,,,,,,,,,,,,,,,视频定制
【广告片/MV】《健康1+1》栏目片头包装和栏目logo设计,https://task.epwk.com/487563/,2748人,3人,¥2000,圆满完成,mf139****9228,"一：栏目片头、子栏目片头、导视字幕设计民生服务类栏目，栏目片头15秒，子栏目《健康快报》、《非常健康》、《第一现场》、《名家面对面》、《医苑风采》、《健康美食家》、《校园生活》片头，每个5秒，以及相关字幕条动画序列，可借鉴国内外一些健康栏目的模版，加以修改，栏目介绍：为进一步丰富频道创新节目内容，贴近百姓生活，更好的服务广大观众，根据上级主管部门的要求，我们拟联系政府主管部门、权威机构和大专院校共同打造一档民生服务类节目——《健康1+1》）。随着人们生活水平的不断提高，对健康品质的要求也越来越强烈，他们希望得到权威人士的引导，希望与大家共同探讨属于自身健康的各种话题。《健康1+1》就是这样一档健康资讯、寻医问药、养生之道、绿色家居、美食健康、校园生活为一体的综合类节目。在当前的形势下，推出一档以“非常健康、阳光生活、美食养生”为主题的健康节目，把健康和美食时尚、家居、校园巧妙的结合起来，为广大受众和广告客户提供更好、更直接的服务。节目内容：1、健康快报：网罗国内外最新、最全的健康资讯、医疗卫生、药监、食品安全等主管部门的新闻资讯,主持人通过在演播室播报、穿插现场采访与图片）。2、非常健康：以新闻的手法讲述与疾病健康有关的故事。用新闻故事、电视短片来深化节目主题。以某个发生在百姓家的具体的“寻医问药”的感人故事为主线，引出某项新的医疗技术、药品等。3、第一现场：围绕食品安全、医疗安全、消费者权益等感人故事，打击违法犯罪新闻案例等等。4、名家面对面：邀请知名专家做客演播室，主持人、专家、患者面对面话健康谈养生。5、医苑风采：重点介绍推广医疗行业有亮点的单位、集体、专家，弘扬主旋律，宣传新风尚。6、健康美食家：邀请知名健康与美食方面的专家，每期选择不同的品牌信誉良好的美食会所、餐厅、酒店进行录制，以美食为卖点突出“美食”中蕴含的“健康”与“养生”，在美食吸引受众眼球的同时不忘紧扣“健康”主题，拉近与观众的距离。7、校园生活（青春校园）宣传报道大、中专学生积极向上的健康人生态度。8、绿色家居：（略）9、健康车生活（略）10、低碳出行（略）二：栏目LOGO设计以一片抽象点的树叶，形状似英文字母“J”要求：简洁大方明了能够体现健康或绿色的理念最好用几何图形体现颜色上要考虑以后往各种产品上印制方便。名片、话筒标识",2017-03-29,2017.05.23,任务编号：487563,2000.0,"30天,15天,7天","辽宁省-大连市-金州区,浙江省-杭州市-滨江区,四川省-成都市-武侯区",大连一果视觉传媒有限公司,https://shop.epwk.com/j7n38gxk25e1/,,,,,,,,,,,,,,,,,,,广告片/MV
【创意短视频】5分钟动画制作,https://task.epwk.com/485932/,2077人,15人,¥9000,圆满完成,mf133****7000,像这样效果的动画制作：http://www.iqiyi.com/v_19rrmct8r0.html，我们提供人物形象。5分钟。有做过经验的,2017-03-23,2017.04.12,任务编号：485932,9000.0,"8天,15天,5天,15天,15天,10天,7天,15天","四川省-成都市-锦江区,辽宁省-辽阳市-白塔区,辽宁省-大连市-沙河口区,北京市-北京市-东城区,江苏省-无锡市-滨湖区,北京市-北京市-东城区,浙江省-杭州市-江干区,湖北省-武汉市-洪山区",重庆漫艺网络科技有限公司,https://shop.epwk.com/qgdmjjk0gdke/,,,,,,,,,,,,,,,,,,,创意短视频
【FLASH制作】工艺流程视频制作,https://task.epwk.com/483946/,1111人,1人,¥800,圆满完成,o58c9f7db9c868,家装公司工艺流程合集视频制作5分钟,2017-03-16,2017.03.21,任务编号：483946,800.0,1天,上海市-市辖区-闵行区,赟源视觉艺术,https://shop.epwk.com/3gd2mmvvpner/,赟源视觉艺术,出售服务,https://shop.epwk.com/3gd2mmvvpner/chushou/,工作室,七品,45分,总 7 次中标，交易总金额,￥2709.38,赟源视觉艺术,,宣传画册,价格面议,后期视频制作,价格面议,三维效果图,价格面议,VI设计,价格面议,FLASH制作
【图片处理】旧照片翻新,https://task.epwk.com/479170/,1795人,1人,¥100,圆满完成,WWW1216,要求五官清晰，有色彩即可，图片不多，就两张，,2017-02-28,2017.02.28,任务编号：479170,100.0,1天,江苏省-南京市-江宁区,半爿设计,https://shop.epwk.com/p05qje6y1dev/,,,,,,,,,,,,,,,,,,,图片处理
【创意短视频】渲染三维动画制作,https://task.epwk.com/473999/,2670人,5人,¥2000,圆满完成,o589acdbd25df1,主要是完善一下模型和灯光等效果，有3DMAX模型，简单。因为是个人项目，资金有限，最好个人接。有时间赚点小钱的来咯,2017-02-08,2017.02.15,任务编号：473999,1500.0,"5天,10天,2天,5天,5天","广东省-广州市-天河区,广东省-广州市-荔湾区,辽宁省-沈阳市-皇姑区,陕西省-西安市-灞桥区,福建省-福州市-鼓楼区",瀚海传媒,https://shop.epwk.com/3gd2m632gner/,瀚海传媒,出售服务,https://shop.epwk.com/3gd2m632gner/chushou/,企业,七品,37分,,,瀚海传媒,,,,,,,,,,创意短视频
【视频定制】影视后期制作,https://task.epwk.com/471935/,3407人,1人,¥12000,圆满完成,mf150****1821,古装电视剧镜头合成6个，时间紧急，必须一天内完成，然后后期修改。,2017-01-20,2017.01.20,任务编号：471935,12000.0,1天,北京市-北京市-朝阳区,北京天马意象文化有限公司,https://shop.epwk.com/omdwkkv2qdrp/,北京天马意象文化有限公司,出售服务,https://shop.epwk.com/omdwkkv2qdrp/chushou/,企业,二品,40分,,,北京天马意象文化有限公司,,视频动画,"￥1800
            /件",影视后期制作,"￥5888
            /件",广告片（TVC）拍摄制作,"￥58888
            /件",大型活动年会策划,"￥158000
            /件",视频定制
【创意短视频】店铺小视频拍摄制作,https://task.epwk.com/470219/,1407人,2人,¥450,圆满完成,mf155****8009,帮店铺拍一个小视频 成都郫县犀浦，需要到当地拍摄，成都服务商最好，具体详谈,2017-01-11,2017.01.13,任务编号：470219,450.0,"1天,10天","四川省-成都市-郫　县,广东省-广州市-荔湾区",o586bc79d78b71,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,创意短视频
【图片处理】图片修改文字,https://task.epwk.com/469200/,3021人,14人,¥300,圆满完成,liubin1989,使用工具把一些图片中的文字修改成需要的文字即可,2017-01-05,2017.01.13,任务编号：469200,300.0,"1天,3天,2天,1天,1天,1天,1天,3天,3天","山东省-临沂市-市辖区,福建省-泉州市,甘肃省-定西市-安定区,浙江省-温州市-苍南县,湖北省-武汉市-洪山区,北京市-北京市-门头沟区,山东省-滨州市-滨城区,福建省-厦门市-湖里区,福建省-厦门市",山东临网网络科技有限公司,https://shop.epwk.com/zqdpll4jon1v/,山东临网网络科技有限公司,出售服务,https://shop.epwk.com/zqdpll4jon1v/chushou/,企业,一品,50分,,,山东临网网络科技有限公司,,临网微商城,价格面议,软件定制开发,价格面议,山东临网CMS模板建站,"￥1500
            /件",高端系统定制开发,"￥8000
            /件",图片处理
【创意短视频】剪接制作一条22分钟视频,https://task.epwk.com/468859/,2733人,6人,¥1500,圆满完成,罗宾,使用AE模板剪接制作一条22分钟视频要求1、一条居民委员会的简介视频，之前已经剪接生成好的5分钟视频，基于这个基础上进行深入和优化。2、配音已经做好了，全场22分钟。3、素材全部准备好，按照每一个段落准备好了图片、视频和文字资料。4、以提供好的视频模板为基础，制作深化本视频。时间要求：3天内预算价格：1500元只接受个人威客报名，团队或公司请绕道，请联系QQ，请不要打电话。,2017-01-04,2017.05.02,任务编号：468859,1500.0,"3天,2天,3天,3天","江苏省-无锡市-滨湖区,贵州省-黔西南布依族苗族自治州-兴义市,河南省-郑州市-中牟县,辽宁省-沈阳市-市辖区",无锡扬天动漫,https://shop.epwk.com/2j5xo36095xm/,,,,,,,,,,,,,,,,,,,创意短视频
【创意短视频】MG动画套AE模板设计,https://task.epwk.com/468290/,2068人,1人,¥800,圆满完成,桔米盛室数字科技,会用MG AE模板 、配音我们来出 价格：再议   工期：再议,2016-12-31,2017.01.14,任务编号：468290,800.0,7天,广东省-广州市-荔湾区,陆零陆工作室,https://shop.epwk.com/zqdpll2won1v/,,,,,,,,,,,,,,,,,,,创意短视频
【创意短视频】4分钟2D FLASH故事动画制作三期,https://task.epwk.com/468089/,1031人,1人,¥2000,圆满完成,M1870****708,4分钟2D FLASH故事动画时长：4分钟分辨率：1920*1080可爱风格的故事动画2DFLASH.有确定的故事、文案。设定要求。用途：政策宣教。具体价格面议。周期19天。要求：服务商提供作品链接或接近的动画样例，谈拢价格等后给全部制作资料。,2016-12-30,2016.12.30,任务编号：468089,2000.0,1天,河北省-邯郸市-复兴区,麦萌动画,https://shop.epwk.com/j7n38863o5e1/,,,,,,,,,,,,,,,,,,,创意短视频
【FLASH制作】修改两个FLASH小动画,https://task.epwk.com/466778/,2400人,6人,¥600,圆满完成,罗宾,修改两个FLASH小动画现有两个FLASH小动画已经制作完成，鼠标进入后，一个是山崩地裂，另一个是遍地花开。功能全部已经做完，但目前对动画的呈现过程不大满意，想更换素材重新制作动画。现在需要找一个威客对这个动画做一些修改，让动画更具备真实感。本项目只接受个人威客，团队或公司请忽略。项目具体内容请联系QQ（不要打电话）,2016-12-23,2017.05.25,任务编号：466778,600.0,"6天,3天,2天,5天,5天,2天","吉林省-长春市-朝阳区,广东省-广州市-天河区,广东省-佛山市-顺德区,云南省-昆明市-五华区,广东省-广州市-荔湾区,河北省-邯郸市-复兴区",mf15543199345,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,FLASH制作
【企业宣传片】推广类动画小视频制作,https://task.epwk.com/464741/,2766人,11人,¥1000,圆满完成,mf181****7777,推广动画小视频，目前已经有简单的思路，几秒钟的,2016-12-14,2016.12.26,任务编号：464741,1000.0,"5天,15天,7天,7天,5天,3天,3天,3天,800天,1天","四川省-成都市-锦江区,北京市-北京市-朝阳区,河北省-唐山市-路北区,广东省-广州市-白云区,浙江省-杭州市-江干区,上海市-上海市-闸北区,湖北省-武汉市-洪山区,上海市-市辖区-普陀区,广东省-深圳市-宝安区,辽宁省-沈阳市-市辖区",成都零矩文化传播有限公司,https://shop.epwk.com/78n966zexnkv/,成都零矩文化传播有限公司,出售服务,https://shop.epwk.com/78n966zexnkv/chushou/,企业,五品,40分,,,成都零矩文化传播有限公司,,后期制作,价格面议,海报设计,"￥600
            /件",宣传片制作,"￥5000
            /件",视频动画制作,"￥5000
            /件",企业宣传片
【影视拍摄】企业宣传片拍摄,https://task.epwk.com/464250/,2199人,1人,¥1880,圆满完成,mf189****2345,拍摄一个企业宣传片 ！  参考视频：687474703a2f2f6d702e77656978696e2e71712e636f6d2f733f5f5f62697a3d4d6a4d354e6a67774e7a51344d513d3d266d69643d32363531383830373235266964783d3326736e3d3064356236623432613638623033626631326561313731373364373537653565266d7073686172653d31267363656e653d32332673726369643d3132313247647159685541484b4c334e3378765a7549434f237264以此为参考，做一个此类的宣传片！原始摄像、照片素材本公司来提供，其它素材、编辑、配音都有承接公司来做！请不要打电话、加微信联系！谢谢,2016-12-12,2017.01.04,任务编号：464250,1880.0,5天,福建省-福州市-市辖区,福建影视创作工作室,https://shop.epwk.com/0jnekk4zxnv3/,,,,,,,,,,,,,,,,,,,影视拍摄
【创意短视频】4分钟2D FLASH故事动画制作二期,https://task.epwk.com/463552/,951人,1人,¥2000,圆满完成,M1870****708,4分钟2D FLASH故事动画时长：4分钟分辨率：1920*1080可爱风格的故事动画2DFLASH.有确定的故事、文案。设定要求。用途：政策宣教。具体价格面议。周期19天。要求：服务商提供作品链接或接近的动画样例，谈拢价格等后给全部制作资料。,2016-12-08,2016.12.08,任务编号：463552,2000.0,5天,河北省-邯郸市-复兴区,麦萌动画,https://shop.epwk.com/j7n38863o5e1/,,,,,,,,,,,,,,,,,,,创意短视频
【三维动画】第二期南山党员教育基地图片设计,https://task.epwk.com/463337/,1493人,1人,¥3400,圆满完成,十九九九九,"南山党员教育基地图片设计设计要求：1、大气、简洁、明快;2、有视觉冲击力。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2016-12-07,2016.12.14,任务编号：463337,3400.0,15天,四川省-成都市-金牛区,狐狸狐狸设计铺,https://shop.epwk.com/p05qjjl0ydev/,,,,,,,,,,,,,,,,,,,三维动画
【三维动画】第一期南山党员教育基地图片设计,https://task.epwk.com/463338/,2109人,7人,¥2000,圆满完成,十九九九九,"南山党员教育基地图片设计设计要求：1、大气、简洁、明快;2、有视觉冲击力。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2016-12-07,2016.12.14,任务编号：463338,2000.0,"7天,10天,10天,5天,3天","四川省-成都市-青羊区,重庆市-市辖区-大渡口区,广东省-广州市-荔湾区,河北省-沧州市-东光县,山东省-青岛市-李沧区",天同 Design,https://shop.epwk.com/78n966k72nkv/,,,,,,,,,,,,,,,,,,,三维动画
【企业宣传片】网站首页宣传视频制作两分钟,https://task.epwk.com/463287/,2252人,1人,¥2000,圆满完成,mf139****5863,主要利用我提供的照片以及文字，制作一个网页宣传视频。,2016-12-07,2017.02.08,任务编号：463287,2000.0,10天,贵州省-贵阳市-南明区,易则学科技,https://shop.epwk.com/mod044z445yv/,易则学科技,出售服务,https://shop.epwk.com/mod044z445yv/chushou/,企业,六品,39分,,,易则学科技,,网络推广,价格面议,宣传片拍摄,价格面议,微信公共平台开发,价格面议,手机app开发,价格面议,企业宣传片
【广告片/MV】金融公司视频制作,https://task.epwk.com/462829/,1287人,1人,¥3500,圆满完成,o580b0945aa37f,金融公司视频制作，预算3500,2016-12-05,2016.12.10,任务编号：462829,3500.0,15天,广东省-广州市-市辖区,广州海豚文化,https://shop.epwk.com/9w56eekg3dv1/,,,,,,,,,,,,,,,,,,,广告片/MV
【FLASH制作】制作一个5分钟的语文教学微课PPT设计,https://task.epwk.com/459475/,5403人,12人,¥700,圆满完成,mf134****6991,我提供所有资源、素材、脚本、PPT以及flash视频，只需要威客进行文字转音频（女声），整合编辑材料即可，不需要威客创作视频或动画，也不需要威客进行任何创造性制作。所以，威客需要会熟练使用2016版PPT中的录屏功能和音频功能，编辑一个5分钟的简单教学微课。,2016-11-20,2016.12.01,任务编号：459475,700.0,"3天,3天,4天,4天,3天,10天,7天,3天,3天,3天,5天","福建省-福州市-市辖区,上海市-市辖区-嘉定区,湖北省-武汉市-武昌区,河北省-秦皇岛市-海港区,山西省-忻州市-原平市,河南省-郑州市-中原区,广东省-广州市-荔湾区,重庆市-市-永川市,浙江省-杭州市,北京市-北京市-东城区,山东省-济宁市-任城区",福建影视创作工作室,https://shop.epwk.com/0jnekk4zxnv3/,,,,,,,,,,,,,,,,,,,FLASH制作
【图片处理】照片按样PS合成画面,https://task.epwk.com/458129/,4443人,16人,¥1000,圆满完成,策联社团,照片的主体已经拍摄好，就需要按提供感觉合成画面。一共10张图！,2016-11-14,2016.12.02,任务编号：458129,1000.0,"1天,3天,3天,3天,7天,3天,3天,3天,3天","福建省-泉州市-丰泽区,浙江省-金华市-义乌市,湖北省-襄樊市-樊城区,北京市-北京市-通州区,广东省-深圳市-宝安区,江苏省-南京市-鼓楼区,江苏省-常州市-新北区,江苏省-无锡市-南长区,河南省-洛阳市-西工区",10号创意设计,https://shop.epwk.com/89dvgg78ldl2/,10号创意设计,出售服务,https://shop.epwk.com/89dvgg78ldl2/chushou/,个人,七品,40分,,,10号创意设计,,电商美工设计,价格面议,海报设计,价格面议,广告设计,价格面议,画册设计,价格面议,图片处理
【创意短视频】公司金融业务Motion graphic短片制作,https://task.epwk.com/455822/,1234人,1人,¥17000,圆满完成,高冷的西柚,公司业务介绍短片，片长不超过5分钟，制作内容为金融服务类业务的动画介绍，MG风格，要求配音。,2016-11-04,2016.11.29,任务编号：455822,17000.0,12天,福建省-福州市-鼓楼区,屏山1号,https://shop.epwk.com/rp5z4q0ejdx3/,,,,,,,,,,,,,,,,,,,创意短视频
【创意短视频】4分钟2D FLASH故事动画制作,https://task.epwk.com/455061/,2372人,13人,¥2000,圆满完成,M1870****708,4分钟2D FLASH故事动画时长：4分钟分辨率：1920*1080可爱风格的故事动画2DFLASH.有确定的故事、文案。设定要求。用途：政策宣教。具体价格面议。周期19天。要求：服务商提供作品链接或接近的动画样例，谈拢价格等后给全部制作资料。,2016-11-01,2016.11.07,任务编号：455061,2000.0,"20天,10天,15天,19天,16天,20天,15天,15天,12天,20天,19天","河北省-邯郸市-复兴区,重庆市-市辖区-九龙坡区,江苏省-南京市-栖霞区,安徽省-合肥市-瑶海区,广东省-深圳市-福田区,广西-南宁市-青秀区,广东省-广州市-荔湾区,贵州省-黔西南布依族苗族自治州-兴义市,浙江省-杭州市-滨江区,辽宁省-沈阳市-沈河区,北京市-北京市-东城区",麦萌动画,https://shop.epwk.com/j7n38863o5e1/,,,,,,,,,,,,,,,,,,,创意短视频
【三维动画】MG视频动画制作,https://task.epwk.com/455032/,2171人,1人,¥1800,圆满完成,mf186****1314,MG视频动画根据我方提供的剧本内容，制作3分钟左右/集的MG动画视频，未尽事宜，双方友好沟通，并调整方案及成品，直至双方满意。,2016-11-01,2016.12.17,任务编号：455032,1800.0,9天,浙江省-杭州市-西湖区,杭州兔小伍文化创意有限公司,https://shop.epwk.com/09drjj0pe53w/,,,,,,,,,,,,,,,,,,,三维动画
【动画设计】汽配网站动画设计第二阶段,https://task.epwk.com/448440/,1648人,1人,¥4497,圆满完成,mf178****1331,汽配网站动画设计，见谅，谢谢,2016-09-28,2016.09.29,任务编号：448440,4497.0,3天,浙江省-杭州市-西湖区,明秋设计,https://shop.epwk.com/rp5z44vp0dx3/,,,,,,,,,,,,,,,,,,,动画设计
【配音配乐】视频特效中文字改英文,https://task.epwk.com/448277/,2819人,1人,¥1500,圆满完成,私人定制_李,需要把视频里的中文特效字改成英文的 ，没有工程文件，只有视频文件。,2016-09-27,2016.09.28,任务编号：448277,1500.0,2天,浙江省-杭州市-滨江区,大隐映画影视传媒,https://shop.epwk.com/z2nkzzorqnqy/,大隐映画影视传媒,出售服务,https://shop.epwk.com/z2nkzzorqnqy/chushou/,工作室,四品,39分,,,大隐映画影视传媒,,开场视频,价格面议,产品广告,价格面议,企业宣传片,价格面议,三维产品创意视频,￥10000,配音配乐
【动画设计】网站动画设计,https://task.epwk.com/448176/,2114人,1人,¥8000,圆满完成,mf178****1331,汽配网站动画设计,2016-09-27,2016.09.29,任务编号：448176,8000.0,2天,浙江省-杭州市-西湖区,明秋设计,https://shop.epwk.com/rp5z44vp0dx3/,,,,,,,,,,,,,,,,,,,动画设计
【图片处理】找人做精细抠图,https://task.epwk.com/448066/,3289人,1人,¥300,圆满完成,私人定制_李,精细抠图 给我PNG透明通道的,2016-09-26,2016.09.27,任务编号：448066,300.0,1天,海南省-三亚市-市辖区,波波熊设计,https://shop.epwk.com/0z5o44918njq/,,,,,,,,,,,,,,,,,,,图片处理
【动画设计】网站动画设计,https://task.epwk.com/447530/,1712人,1人,¥5000,圆满完成,mf178****1331,网站动画设计,2016-09-23,2016.09.23,任务编号：447530,5000.0,3天,浙江省-杭州市-西湖区,明秋设计,https://shop.epwk.com/rp5z44vp0dx3/,,,,,,,,,,,,,,,,,,,动画设计
【FLASH制作】产品动画制作,https://task.epwk.com/443156/,2123人,1人,¥3000,圆满完成,思颖设计,有分镜，按照要求做15秒动画,2016-08-30,2016.10.19,任务编号：443156,3000.0,30天,河南省-郑州市-二七区,魔影视觉文化传播,https://shop.epwk.com/81n4114gonp6/,魔影视觉文化传播,出售服务,https://shop.epwk.com/81n4114gonp6/chushou/,企业,四品,38分,,,魔影视觉文化传播,,视频动画,价格面议,,,,,,,FLASH制作
【影视拍摄】3D动画片制作（一期）,https://task.epwk.com/442405/,2176人,1人,¥5000,圆满完成,思颖设计,3D动画片，三维动画的性质，35秒到40秒之间，一万以内的预算，具体的详谈,2016-08-26,2016.09.23,任务编号：442405,5000.0,30天,上海市-市辖区-浦东新区,上海银翼动画设计有限公司,https://shop.epwk.com/78n969w70nkv/,上海银翼动画设计有限公司,出售服务,https://shop.epwk.com/78n969w70nkv/chushou/,企业,六品,40分,,,上海银翼动画设计有限公司,,三维产品设计,价格面议,产品三维宣传片设计,价格面议,室内装修设计三维效果图,"￥4000
            /件",三维效果图设计,"￥5000
            /件",影视拍摄
【三维动画】三维动动画宣传片制作,https://task.epwk.com/440990/,2492人,1人,¥1700,圆满完成,vitorru,河南当地面谈，三维动画制作，光伏制作，太阳能，更走进家庭的，永不断电，时长也没定，报价 联系,2016-08-19,2016.08.24,任务编号：440990,1700.0,3天,河北省-唐山市-路北区,新月创意,https://shop.epwk.com/qgdmjjm4qdke/,新月创意,出售服务,https://shop.epwk.com/qgdmjjm4qdke/chushou/,工作室,六品,40分,,,新月创意,,影视后期及栏目包装,价格面议,宣传片、微电影制作,价格面议,视频动画制作,价格面议,三维模型制作,价格面议,三维动画
【图片处理】图片背景清除处理，植物去除背景,https://task.epwk.com/440713/,3349人,8人,¥400,圆满完成,danieliao,"把盆栽去除背景  设计要求：  1、只保留植物本身(包括葉子和花朵), 其它部份皆變成透明(包括花盆和背景), 非植物部份需除干淨。2、共10張植物圖片。",2016-08-18,2016.08.23,任务编号：440713,400.0,"2天,4天,5天,4天,4天,7天,4天,5天","辽宁省-沈阳市-市辖区,四川省-成都市-温江区,上海市-市辖区-浦东新区,浙江省-杭州市-江干区,上海市-市辖区-闸北区,甘肃省-兰州市-市辖区,河南省-洛阳市-洛龙区,河南省-郑州市-金水区",枫聆设计,https://shop.epwk.com/m7d7wwl9y5q8/,枫聆设计,出售服务,https://shop.epwk.com/m7d7wwl9y5q8/chushou/,个人,二品,40分,,,枫聆设计,,app搭建,价格面议,网页制作,价格面议,效果图,价格面议,综合性网络商城,价格面议,图片处理
【配音配乐】15分钟动漫视频后期制作,https://task.epwk.com/436893/,3312人,1人,¥2740,圆满完成,vitorru,"动漫视频，15分钟，提供相关的资料，3-5天之内要的呢，基本素材都出来了，后期再加点东西，做一些修改，地区没要限制，月底前要交稿，时间来不及5天左右做不来，技术上没有制作传统动画的功底 ，效率上太慢，价钱在1000--2000左右因为我有原创素材，只需要他们技术和成还有后期配音就好,时间比较紧",2016-07-28,2016.08.15,任务编号：436893,1500.0,4天,黑龙江-哈尔滨市-南岗区,博云动漫科技有限公司,https://shop.epwk.com/rp5z41m7xdx3/,博云动漫科技有限公司,出售服务,https://shop.epwk.com/rp5z41m7xdx3/chushou/,企业,七品,39分,,,博云动漫科技有限公司,,,,,,,,,,配音配乐
【配音配乐】15分钟动漫视频制作,https://task.epwk.com/436640/,2338人,1人,¥2000,圆满完成,vitorru,"动漫视频，15分钟，提供相关的资料，3-5天之内要的呢，基本素材都出来了，后期再加点东西，做一些修改，地区没要限制，月底前要交稿，时间来不及5天左右做不来，技术上没有制作传统动画的功底 ，效率上太慢，价钱在1000--2000左右因为我有原创素材，只需要他们技术和成还有后期配音就好,时间比较紧",2016-07-27,2016.08.09,任务编号：436640,2000.0,7天,浙江省-杭州市-西湖区,杭州兔小伍文化创意有限公司,https://shop.epwk.com/09drjj0pe53w/,,,,,,,,,,,,,,,,,,,配音配乐
