标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【数据采集】需要在税率网站采集数据信息导出csv文件,https://task.epwk.com/761898/,2621人,2人,1000元以内,圆满完成,招标,o5d0a239e705c4,http://cess.tax360.com.cn/Contentl.htm?cd=72269199从以上网页采集海关商品码HS包含首两位数数73至92的数据，需要的标题是：“海关商品码”，“退税税率（%）”，“起始日期”，“终止日期”；最后write the data  to csv ，导出csv即可。请将导出数据发给我，如果R也适用的话，连同源代码一起发给我，谢谢。（备注：关于海关商品码HS码的说明见https://www.hsbianma.com/该网页的第15类点开第73章开始一直到第18类的第92章，比如在73章，点击“查看”，就可以查看到所有HS码了。）,2019.06.20,2019.07.08,任务编号：761898,￥240,2天,广东省-广州市,易数云数据服务平台,https://shop.epwk.com/7g5yk1yy9n0q/,易数云数据服务平台,出售服务,https://shop.epwk.com/7g5yk1yy9n0q/chushou/,企业,七品,40分,,,易数云数据服务平台,,数据采集/数据爬取/网页数据抓取/采集软件定制/数据监控,"￥100
            /件",Python爬虫算法数据分析/java/r语言分析/spss/数据分析建模,"￥100
            /件",Python爬虫算法/python软件定制/数据采集软件定制/数据采集,"￥100
            /件",,,,,,,,,,,,
【数据采集】共享充电宝小程序开发一期,https://task.epwk.com/758844/,3004人,1人,¥9600,圆满完成,雇佣,o5b989407eb59b,共享充电宝 小程序开发 已谈好合作勿扰,2019.06.12,2019.06.12,任务编号：758844,￥9600,5天,广东省-深圳市,深圳云鹊科技有限公司,https://shop.epwk.com/v0n1xx1r057y/,深圳云鹊科技有限公司,出售服务,https://shop.epwk.com/v0n1xx1r057y/chushou/,企业,一品,64分,总 21 次中标，交易总金额,￥24.15万,深圳云鹊科技有限公司,,便利店远程值守云值守系统软硬件方案 无人有人可切换,价格面议,重力柜售货机/生鲜售卖机软硬件系统方案出售定制,价格面议,视觉无人售货机，自动识别行为识别售卖机软硬件方案,价格面议,自助鲜米机胚芽米碾米机大米自助售卖物联网软硬件方案,价格面议,无人自助洗车机软硬件方案定制开发,价格面议,深圳小程序开发APP开发定制公司,价格面议,医院共享陪护床/共享轮椅方案开发定制 NB锁/蓝牙锁,价格面议,共享泡泡车方案开发定制,价格面议,共享乒乓球发球机物联网方案开发定制,价格面议
【其他人工智能】人工智能开发一期,https://task.epwk.com/757447/,543人,1人,¥10000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】导出网站的产品信息,https://task.epwk.com/756896/,4355人,17人,1000-3000元,圆满完成,招标,o57f8****27430,1.产品的SKU 2.产品的标题3.产品的URL4.产品的价格保存成CSV文档。价格可谈。,2019.06.06,2019.06.09,任务编号：756896,"￥1000,￥150,￥1000,￥1500,￥500,￥360,￥500,￥459,￥500,￥500","3天,3天,5天,10天,2天,2天,2天,5天,1天,3天","上海市-市辖区-黄浦区,上海市-市辖区-虹口区,广东省-广州市,辽宁省-大连市-旅顺口区,福建省-厦门市-思明区,广东省-东莞市-东莞市市辖区,广东省-深圳市,江苏省-南京市-栖霞区,河北省-廊坊市-三河市,上海市-上海市-长宁区",上海云飞网络科技工作室,https://shop.epwk.com/09drjv9v153w/,上海云飞网络科技工作室,出售服务,https://shop.epwk.com/09drjv9v153w/chushou/,工作室,三品,39分,,,上海云飞网络科技工作室,,合法网站定制/WEB应用定制/管理后台定制,价格面议,微信小程序定制开发,价格面议,,,,,,,,,,,,,,
【数据采集】采集器,https://task.epwk.com/750795/,2180人,1人,¥800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】族谱网站数据采集,https://task.epwk.com/749025/,3450人,6人,¥1000,圆满完成,雇佣,o5ce1****6379c,族谱格式定制，有做过的可联系，用我们族谱网站数据生成欧式格式，欧式格式需要从上到下，从右到左排列，父子关系要明确，按照老族谱格式排版，具体需求双方沟通,2019.05.19,2019.05.27,任务编号：749025,"￥1000,￥1000,￥1000,￥1000,￥1000","3天,5天,3天,1天,3天","安徽省-合肥市-肥西县,四川省-成都市-武侯区,北京市-北京市-通州区,河北省-廊坊市-三河市,湖南省-长沙市-岳麓区",云铭科技,https://shop.epwk.com/7lngqx7o8dmr/,云铭科技,出售服务,https://shop.epwk.com/7lngqx7o8dmr/chushou/,企业,一品,68分,,,云铭科技,,库存管理系统,"￥10000
            /套",订单管理系统,"￥100000
            /套",立式终端平台,"￥30000
            /件",人脸识别技术服务,"￥50000
            /件",,,,,,,,,,
【数据采集】大学生消费数据信息采集,https://task.epwk.com/748869/,2465人,1人,¥1980,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据分析】数据分析服务一期,https://task.epwk.com/747908/,3989人,1人,¥30000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】GitHub 现成的源码安装在我的电脑上,https://task.epwk.com/744738/,2331人,4人,1000元以内,圆满完成,招标,limiday,GitHub 现成的源码安装在我的电脑上  试跑GitHub 现成的源码安装在我的电脑上 代码地址： https://github.com/NVlabs/noise2noise要求：帮我安装好，能试跑起来。我目前有一部WIN7的电脑 显卡GTX1050  3G   ，若要配合装别的系统，一并包含在内。弄完还有一个类似的代码安装，另谈,2019.05.09,2019.05.23,任务编号：744738,"￥200,￥300,￥1000,￥1000","3天,2天,10天,2天","上海市-市辖区-徐汇区,广东省-广州市-海珠区,北京市-北京市-海淀区,江苏省-苏州市-虎丘区",linhaoqi027,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】风谷游戏数据采集,https://task.epwk.com/743885/,2122人,1人,¥1970,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据分析】项目收尾工作,https://task.epwk.com/733379/,3006人,1人,¥1000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】平台数据采集,https://task.epwk.com/732360/,3524人,6人,¥3000,圆满完成,雇佣,o5c1339db5d20c,平台数据采集，生成excel.应该需要变换IP地址爬取,2019.04.09,2019.04.15,任务编号：732360,"￥3000,￥3000,￥3000","7天,7天,2天","天津市-市辖区,四川省-成都市-武侯区,湖南省-长沙市-岳麓区",博妍科技,https://shop.epwk.com/p05qjev91dev/,博妍科技,出售服务,https://shop.epwk.com/p05qjev91dev/chushou/,个人,一品,63分,,,博妍科技,,Logo设计UI设计平面设计效果图设计,"￥500
            /页",分销商城三级分销系统直销系统定制开发混合开发原声开发ios开发android开发定制开发,"￥500
            /日",微信开发微信公众号微信商城开发微信小程序定制开发,"￥500
            /日",社交家政跑腿上门服务新闻资讯在线教育求职培训视频直播聊天社交即时通讯APP软件开发,"￥500
            /日",网站开发网站建设企业网站开发网站制作网站设计公司官网定制开发,"￥500
            /日",,,,,,,,
【其他人工智能】人工APP开发,https://task.epwk.com/731877/,812人,1人,¥2000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】需要提取阿里巴巴商品数据链接,https://task.epwk.com/728844/,2624人,1人,¥3000,圆满完成,雇佣,o5c9cac5b4858b,所提取的数据为网站公开数据,2019.03.31,2019.04.08,任务编号：728844,￥3000,15天,四川省-成都市,专业数据采集服务,https://shop.epwk.com/v0n1xo0m257y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】数据核算与实证检验,https://task.epwk.com/727527/,1889人,1人,¥600,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】数据导入软件处理,https://task.epwk.com/727393/,4234人,21人,¥500,圆满完成,雇佣,o5ae5b3d996f0b,数据导入软件，然后软件对进行记录，然后对记录符合要求的数据选择出来,2019.03.27,2019.04.15,任务编号：727393,"￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500","5天,5天,14天,3天,5天,2天,2天,5天,3天,3天,7天","四川省-成都市-青羊区,湖北省-武汉市,天津市-天津市-和平区,广东省-中山市-中山市,辽宁省-大连市,山东省-济南市,湖南省-张家界市-慈利县,广东省-深圳市-龙岗区,浙江省-宁波市-北仑区,云南省-昆明市-官渡区,四川省-成都市-武侯区",光辉岁月软件工作室,https://shop.epwk.com/m7d7w96gy5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】接口数据上传,https://task.epwk.com/725744/,3152人,3人,¥1500,圆满完成,雇佣,o5c96f1b5e7391,本地进销存数据库抓取指定数据后通过第三方提供的接口上传。数据已抓取出来了，只需要做个小程序自动上传到接口上,2019.03.24,2019.04.04,任务编号：725744,"￥1500,￥1500,￥1500","5天,5天,3天","广东省-广州市,山东省-烟台市-福山区,北京市-北京市-东城区",广州圆熙信息技术有限公司,https://shop.epwk.com/7lngqxlo8dmr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】采集抖音用户签名里的微信号,https://task.epwk.com/717614/,2307人,1人,¥1200,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】各国历年制造业整体和分部门的出口复杂度数据测算,https://task.epwk.com/707465/,2061人,1人,¥600,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发,https://task.epwk.com/701366/,786人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】数据爬取,https://task.epwk.com/675727/,3643人,1人,¥2500,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发一期,https://task.epwk.com/665905/,2292人,1人,¥70000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发,https://task.epwk.com/664963/,317人,1人,¥12000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能搜索算法与系统开发第三期,https://task.epwk.com/661042/,364人,1人,¥26000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能搜索算法与系统开发第二期,https://task.epwk.com/661041/,491人,1人,¥39000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能搜索算法与系统开发,https://task.epwk.com/661039/,451人,1人,¥45000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】数据采集,https://task.epwk.com/655397/,2419人,1人,¥1500,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】家用体感游戏机(3D无手柄游戏机)硬件开发三期,https://task.epwk.com/655355/,303人,1人,¥35000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】家用体感游戏机(3D无手柄游戏机)硬件开发二期,https://task.epwk.com/655354/,267人,1人,¥39000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】家用体感游戏机(3D无手柄游戏机)硬件开发,https://task.epwk.com/655353/,375人,1人,¥46000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能机器人开发二期,https://task.epwk.com/630287/,477人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能机器人开发一期,https://task.epwk.com/630286/,555人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】履带机器人发软件开发第三期,https://task.epwk.com/626599/,321人,1人,¥28000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】履带机器人发软件开发第二期,https://task.epwk.com/626597/,322人,1人,¥39200,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】履带机器人发软件开发,https://task.epwk.com/626596/,306人,1人,¥42800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】搜索引擎按关键字下载图片，并重命名归类,https://task.epwk.com/614617/,3491人,1人,¥200,圆满完成,雇佣,大狸猫,流程;建立标签的文件夹，根据所提供的关键词选取百度图片2~5张左右，保存至情感标签的文件夹中，文件名为图片中展现的元素，例如：“歌-钓鱼-水墨-燕子”。共需要12万张图片，每一万张500，一千张为一单。价格为万张价格。,2018.05.16,2018.05.24,任务编号：614617,￥200,5天,贵州省-贵阳市-乌当区,大葱店铺,https://shop.epwk.com/3gd2mygyener/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发,https://task.epwk.com/614166/,739人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】excel数据采集,https://task.epwk.com/611892/,4759人,2人,¥260,圆满完成,雇佣,o5ae67cbea6849,将excel表1的数据在表2中生成，根据表1的F列的个数生成每一组的份数，并统计页码的件数及最大的页码数。详见附件。,2018.05.09,2018.05.15,任务编号：611892,￥100,7天,北京市-北京市-朝阳区,UPUP,https://shop.epwk.com/z2nkzxer4nqy/,UPUP,出售服务,https://shop.epwk.com/z2nkzxer4nqy/chushou/,个人,八品,38分,,,UPUP,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发二期,https://task.epwk.com/604836/,513人,1人,¥20000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发一期,https://task.epwk.com/604834/,464人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智慧小区,https://task.epwk.com/588545/,845人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】输入法、浏览器、播放器类的软件开发第三期,https://task.epwk.com/570371/,467人,1人,¥30000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】输入法、浏览器、播放器类的软件开发第二期,https://task.epwk.com/570370/,534人,1人,¥45000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】输入法、浏览器、播放器类的软件开发,https://task.epwk.com/570369/,565人,1人,¥45000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
