标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【店铺厂房】皮肤健康护理管理中心装修设计,https://task.epwk.com/448201/,4501人,9人,¥2000,圆满完成,店铺厂房,o57e8810af2050,整体装修风格：简约、通透、富有原生态，生物高科技感觉；给客户感觉不能有压抑感，可采用日式的简约风；店面的客户群体为女性，消费在中高档以上。店面面积：60－80平方标准长方、正方型面积构架，高度在3米以上。店里布局：展厅、接待、治疗室两间、洗手间、储物室1、展厅可和接待在同一空间，简约隔开2、治疗室两个，每个空间控制在6－8平方一个,2016-09-27,2017.06.23,任务编号：448201,2000.0,,,良人室内设计机构,https://shop.epwk.com/89dvggvp4dl2/,良人室内设计机构,出售服务,https://shop.epwk.com/89dvggvp4dl2/chushou/,工作室,七品,40分,,,良人室内设计机构,,办公室设计,价格面议,餐厅设计,价格面议,酒店设计,"￥100
            /次",居家室内设计,80,,,,,,,,,,
【店铺厂房】家具产品店面门头设计,https://task.epwk.com/447948/,3833人,10人,¥500,圆满完成,店铺厂房,o57e203a9926a2,"主营：DIY家具产品要求： 1、主色调为白色，不是硬性要求，设计师可自由发挥，颜色种类不宜多，不要很花哨2、门头内容为“川井”两个字（可对字体进行设计， 不能用日文字），要求加入店面编号、电话、地址等信息（可用000代替，主要是看排版，电话、地址不是非加不可）3、门头布局要合理，有一定层次感，时尚简单大气，视觉冲击力，醒目易识别4、要求提供两种设计效果图：一种是商场内部的店面，用发光字效果。另一种是户外的门店，考虑做立体字，打灯光的。 设计师要标注出门头各个部分所用材质ps：请用通用、常规的比例设计附件是别人做的方案和公司主营产品，供参考知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016-09-26,2016.10.20,任务编号：447948,500.0,,,精华社,https://shop.epwk.com/7g5yk4k9gn0q/,精华社,出售服务,https://shop.epwk.com/7g5yk4k9gn0q/chushou/,个人,七品,40分,,,精华社,,艺术字体,价格面议,漫游动画,价格面议,园林古建,价格面议,游戏场景,价格面议,规划彩平,价格面议,小区规划,价格面议,商业街效果图设计,价格面议,,,,
【效果图设计】吊顶图设计,https://task.epwk.com/445510/,3058人,8人,¥100,圆满完成,效果图设计,mf159****2147,现代风格，主要考虑一层的吊顶设计，二层不需要考虑，重点考虑公卫门口过道区域吊顶如何设计，能使整个过道空间与吊顶协调，层高尽量高点，有中央空调。不明白的随时联系我,2016-09-11,2016.12.03,任务编号：445510,100.0,,,龙〜设计,https://shop.epwk.com/78dljj2jx5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【橱柜定制】哥萨客电气高端打火机展示柜外观设计,https://task.epwk.com/445373/,5439人,5人,¥500,圆满完成,橱柜定制,mf133****2431,"经营介绍：                    “哥萨客”电气是一家以生产高端电子‘打火石一次性打火机的企业。 专注 ，责任，口碑，进取是我们的 企业精神。现公司准备进军终端市场，把产品直接交到消费者手里。基于这个布局，需要一款展柜。其具备以下几个功能：1.存放。大致准备放3盘打火机。除存放外产品展示也是设计师设计的要点。2.灯光。利用内置电池供点以提供2-4个LED灯珠以达到照明美化的效果。3.具备迎宾器功能。以上3项功能作为外观设计的参考，设计师不用设计这块。只需要设计外观即可。                                                   设计要求：                                                                            1、大气、简洁、明快;                                                                2、有视觉冲击力，醒目易识别，突出高端打火机“哥萨客”品牌元素;                                                                3、能体现特色，LOGO已有在附件中，参考设计初图也在附件中。                                                               4、附上创意说明。                                                                        知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                                                2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016-09-09,2016.10.20,任务编号：445373,500.0,,,mf18800102908,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】运动场馆门脸、门头效果图设计,https://task.epwk.com/444478/,41174人,17人,¥1080,圆满完成,效果图设计,mf186****7918,时尚运动馆设计门脸门头 效果图设计 多角度场馆名称为GM5，LOGO 见附件设计要求：时尚，国际，欧美感，工业 复古风，辨识度高。设计区域要求：见附件“厂房.jpg”，设计厂房右侧两个大门区域，即绿色线标示区域，尺寸已标出，门头高出房顶最高处。设计内容要求：见附件“4c4f474f352e706e67”，图中体现出墙体颜色，材质，是否造型；logo灯箱的材质，颜色，位置，尺寸大小；场馆名称字的材质，颜色，位置，尺寸大小。设计颜色要求：颜色搭配 时尚，大气，国际 ， 欧美感，辨识度高。备注：如设计师设计的稿件被选中，以后可继续合作。,2016-09-06,2016.09.30,任务编号：444478,1080.0,,,VCT视觉工作室,https://shop.epwk.com/0jnekl48ynv3/,VCT视觉工作室,出售服务,https://shop.epwk.com/0jnekl48ynv3/chushou/,工作室,四品,45分,,,VCT视觉工作室,,室内设计,￥5000,服装设计,"￥3000
            /次",3D动画设计,"￥5000
            /次",艺术照片处理,￥2000,网页图片设计,￥2500,产品外观设计,￥5000,建筑外观设计,￥50000,LOGO设计,￥5000,,
【其他家装服务】新房装修求设计,https://task.epwk.com/444395/,4669人,19人,¥888,圆满完成,其他家装服务,mf135****6566,"1.根据效果图做深入细化设计;2、要求出具施工图、含水电及弱点布置走向图。吊顶图3、要求出具材料表（不需要价格）（即个人需采购的大宗材料数量，精确为主）4、次卧注重空间利用。（优选宜家方案）5.户型图及尺寸在  酷家乐网站里面搜索     成都-青秀城-4居-119平6.户型改动：与主卧相连的次卧并入主卧改做衣帽间，所有小阳台全部敲掉并入室内面积（以附件户型为准）7.风格   大气  简约   （参照附件图片）8、电视墙就按效果图所示   不用改动9.主次卧窗户非全落地窗（见附件）知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2016-09-05,2016.09.15,任务编号：444395,888.0,,,飞创装饰,https://shop.epwk.com/3gd2mm83gner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】中式客厅效果图设计,https://task.epwk.com/435020/,4176人,18人,¥600,圆满完成,效果图设计,mf159****2147,中式风格，客厅是高厅，地面瓷砖，墙面，吊顶造型材料自定。效果要求高端大气有内涵。交稿需提交3D归档文件及A3效果图,2016-07-19,2016.08.20,任务编号：435020,600.0,,,VCT视觉工作室,https://shop.epwk.com/0jnekl48ynv3/,VCT视觉工作室,出售服务,https://shop.epwk.com/0jnekl48ynv3/chushou/,工作室,四品,45分,,,VCT视觉工作室,,室内设计,￥5000,服装设计,"￥3000
            /次",3D动画设计,"￥5000
            /次",艺术照片处理,￥2000,网页图片设计,￥2500,产品外观设计,￥5000,建筑外观设计,￥50000,LOGO设计,￥5000,,
【软装设计】公司形象墙设计,https://task.epwk.com/430708/,4740人,10人,¥720,圆满完成,软装设计,mf135****7015,背景墙长7.7米，高3.2米，整体设计要高档大气，不用放前台，可以用大理石及木色生态木撞色设计，LOGO可以变颜色与背景墙相乎应，公司名称＂深圳巿雅苑服装设计有限公司＂背景墙可以设计灯槽，整体要让人有大公司的感觉，背景墙要跟办公室、会议室的效果图搭配协调，以下附LOGO图，形象墙参考图及会议室参考图，不要图搬下图，要原创设计的效果图，要附上尺寸及材料,2016-06-28,2017.03.11,任务编号：430708,720.0,,,鼎峰设计,https://shop.epwk.com/m7d7wwmzw5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】133平火锅店店面装修设计,https://task.epwk.com/430150/,3791人,13人,¥600,圆满完成,店铺厂房,懋牌真品,133平 火锅店   明亮系loft风格loft风格自由发挥感觉不要黑暗，要明亮、清新、大方注重空间利用及细节处理3d效果图， 最好画三个角度的视角,2016-06-26,2016.08.06,任务编号：430150,600.0,,,福州方寸装饰设计有限公司设计团队,https://shop.epwk.com/zqdpllkqpn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】80平米老房改造，日式风格效果图设计,https://task.epwk.com/427878/,4818人,15人,¥500,圆满完成,效果图设计,kevinhu,家有一套两室一厅一厨一卫的老房2010年装修，现在因结婚希望重新装修，女主喜欢日式希望能够按照日式重新装修。竞标要求：1. 首先提供一个客厅设计图比较，中标者完成其他设计算全部完成。平面图和现场图稍后附上。设计要求：1. 尽量能够节约费用，整体预算不超过5万元。2. 设计风格偏日式3. 房屋在一层，客厅朝南，自采暖，加有大狗一只。4. 外面有桃树遮挡阳光，需要考虑屋内的照明。5. 厨房空间受限，面积小，希望能够合理充分利用空间6. 主卧朝南，次卧朝北，次卧临街受噪音影响较大。,2016-06-15,2016.07.10,任务编号：427878,500.0,,,道森装饰设计,https://shop.epwk.com/78dljj1ol5lx/,道森装饰设计,出售服务,https://shop.epwk.com/78dljj1ol5lx/chushou/,企业,六品,40分,,,道森装饰设计,,办公设计,价格面议,酒店设计,价格面议,SPA美容,价格面议,,,,,,,,,,,,
【其他家装服务】食堂窗口装修设计,https://task.epwk.com/427260/,3791人,6人,¥200,圆满完成,其他家装服务,o575c29e4f2575,食堂窗口，想装大气，简约，有风格的。,2016-06-13,2016.09.01,任务编号：427260,200.0,,,专业家装工装设计工作室,https://shop.epwk.com/3gd2mm29wner/,专业家装工装设计工作室,出售服务,https://shop.epwk.com/3gd2mm29wner/chushou/,工作室,七品,40分,,,专业家装工装设计工作室,,内衣店设计,价格面议,女装店设计,价格面议,佛山帝凡尼美容美发,价格面议,公寓复式升级版,价格面议,家装设计,价格面议,办公室前台效果,价格面议,美甲店,价格面议,桑拿会所,价格面议,足浴包厢,价格面议
【单身公寓设计】平面方案设计优化,https://task.epwk.com/425638/,4044人,4人,¥100,圆满完成,单身公寓设计,mf159****2147,中式风格，卧室7间左右，要求高端大气上档次功能齐全点，南面阳台不能倒楼板，南北阳台都有包窗户,2016-06-04,2016.06.17,任务编号：425638,100.0,,,专业家装工装设计工作室,https://shop.epwk.com/3gd2mm29wner/,专业家装工装设计工作室,出售服务,https://shop.epwk.com/3gd2mm29wner/chushou/,工作室,七品,40分,,,专业家装工装设计工作室,,内衣店设计,价格面议,女装店设计,价格面议,佛山帝凡尼美容美发,价格面议,公寓复式升级版,价格面议,家装设计,价格面议,办公室前台效果,价格面议,美甲店,价格面议,桑拿会所,价格面议,足浴包厢,价格面议
【效果图设计】中式房屋效果图设计,https://task.epwk.com/424974/,3832人,18人,¥1000,圆满完成,效果图设计,otest,风格：中式风格，屋内要配红木家具。基本情况：户型结构及基本平面图见附图设计内容：包括室内所有装饰工程，含灯光照明、强弱电、给排水工程及家具平面布置、装饰品摆设等。总体设计一定要尽量使空间显得开阔，要求最佳利用空间，注意收纳处理。强电：根据功能和设计，请给出各房间照明建议。弱电：客厅、卧室均需有网线、有线电视接口。其它要求：要带上施工图,2016-06-01,2016.07.06,任务编号：424974,1000.0,,,VCT视觉工作室,https://shop.epwk.com/0jnekl48ynv3/,VCT视觉工作室,出售服务,https://shop.epwk.com/0jnekl48ynv3/chushou/,工作室,四品,45分,,,VCT视觉工作室,,室内设计,￥5000,服装设计,"￥3000
            /次",3D动画设计,"￥5000
            /次",艺术照片处理,￥2000,网页图片设计,￥2500,产品外观设计,￥5000,建筑外观设计,￥50000,LOGO设计,￥5000,,
【软装设计】公司前台形象墙设计,https://task.epwk.com/419273/,2650人,7人,¥300,圆满完成,软装设计,mf186****2645,"公司前台形象墙设计介绍： “soonchen”是行业领先的移动保险服务平台，隶属于广州顺成信息技术有限公司。 公司以保单云管理、续保智能提醒，手机在线投保为切入点，整合线上线下资源，打造保险业互助服务平台，构建保险业新生态。 平台已经完成三十余家主流财寿险公司的报价，险种覆盖率超过90%。形象墙设计内容：前台背景墙分为9个格，除了两个格放了合作商logo外，其他七个格需要设计。具体内容参照之前的设计内容。 设计要求：1、整体风格要协调，大气、简洁、明快;2、有视觉冲击力，醒目易识别，突出中心内容;3，先提供大概的，选中了我们再细化。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;任务附件 (2)",2016-05-03,2016.05.12,任务编号：419273,300.0,,,视点文化传媒,https://shop.epwk.com/7lngqq8pedmr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】电视墙颜色搭配方案征集,https://task.epwk.com/415645/,4149人,10人,¥150,圆满完成,软装设计,o570d0a85b5818,"1:电视墙现为紫色花朵瓷砖。两边黄色为柱子被木板包起来。需求在不拆紫色背景瓷砖的情况下。比如贴什么色什么样式能够买到的墙纸更搭配。   2:电视柜和沙发茶几颜色。或其他更简约的设计。3，交稿要求：提供要求1,2的方案，可以以文档形式上传",2016-04-12,2016.04.19,任务编号：415645,150.0,,,mf13888901403,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【酒店宾馆】家庭宾馆前台大厅设计,https://task.epwk.com/408436/,3735人,7人,¥300,圆满完成,酒店宾馆,ming1983,家庭宾馆 前台加入门大厅设计简约设计，需要施工比较方便，最好是某些材料前台什么的可以在某宝上直接购买4.2（横向）X3.6（纵向）米的大厅尺寸，只需要设计大厅。想在原基础上 重新弄一下软装。可以先出简单效果图，选中后再修改。也可以找其他的图直接修改，只要合适就好。,2016-03-08,2016.03.22,任务编号：408436,300.0,,,厦门诚意居装饰设计工程有限公司,https://shop.epwk.com/2j5xooqvk5xm/,厦门诚意居装饰设计工程有限公司,出售服务,https://shop.epwk.com/2j5xooqvk5xm/chushou/,企业,八品,40分,,,厦门诚意居装饰设计工程有限公司,,3D效果图制作,价格面议,工装,价格面议,办公室装修,价格面议,CAD施工图,价格面议,,,,,,,,,,
【单身公寓设计】鱼塘边钢架玻璃房别墅外观设计出效果图,https://task.epwk.com/405525/,7139人,13人,¥500,圆满完成,单身公寓设计,mf182****8800,山谷里，做为私人会所，主要有鱼塘，在鱼塘堤坝上建一个钢架玻璃房约80平米一层式，一主卧，车书房，一厨房，一卫生间，一餐厅，屋高在3-5米高，要求为直角及直边式，外观通透过性化，要有私人小型游泳池，花园，临鱼塘水上景观，有图可参考，可提供原作图片参后再按实际地面积出图，（本次为初期规化，后续会有多栋及上十亩面积设计，以酒店客房型设计！QQ：1076894952,2016-02-19,2016.03.12,任务编号：405525,500.0,,,道森装饰设计,https://shop.epwk.com/78dljj1ol5lx/,道森装饰设计,出售服务,https://shop.epwk.com/78dljj1ol5lx/chushou/,企业,六品,40分,,,道森装饰设计,,办公设计,价格面议,酒店设计,价格面议,SPA美容,价格面议,,,,,,,,,,,,
【酒店宾馆】酒店客房简易翻新，床头可以换，墙面，地板、地毯、家具颜色也可以换。求色彩搭配上档次。,https://task.epwk.com/399817/,5433人,9人,¥200,圆满完成,酒店宾馆,无爱无伤,会添置床裙（颜色未定），部分大电视会换，床头和床背景墙可以改造，求改成或色彩搭配。给别人新的一样上档次，内附有公共场所照片。做的好的，酒店外墙，门头也会改造翻新。房间家具不换翻新预算1000-2000元/间。需要修改后效果图，要求切实可行材料可以买到做到。,2016-01-03,2016.01.25,任务编号：399817,200.0,,,jimking521的店铺,https://shop.epwk.com/p05qjxl91dev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】别墅平面布置设计（3张图）,https://task.epwk.com/399729/,6935人,16人,¥300,圆满完成,其他家装服务,zshdxh,一、基本情况1、三层双拼别墅，有中空大厅，建筑面积318平方米，毛坯一楼层高3.3米，二三层为3米，提供建筑原图和实测CAD简图）。2、最少需要两个主人房，不少于两个客房，一个书房或者为敞开式的读书区亦可，一个适合2人的办公区或房，读书区和办公区也可综合在一起。吧台休闲区等其它由设计师发挥，卫生间控制在4个左右（一楼梯间固定为洗手间）。厨房和杂物间在一楼。整体装修风格为现代简约。功能实用，切合实际，考虑要求全面。二、设计要求1、二楼三楼朝南阳台，可以封闭为房间的一部分，也可以不封闭，由设计室根椐设计情况确定。2、为确保房间的光线以及房间的最佳利用，所有区域均可设置为洗手间，落水管到时再改向。3、主人房分别布置在二楼和三楼各一个，必需朝南。面积也不需要特别大，合适就好。三楼主人房需要考虑将来婴幼儿生活，4、需要考虑洗衣区，晾衣区1-2处。5、主人房要考虑3-4组衣柜，客房有条件的尽量考虑1-2组衣柜。无条件可以不考虑。6、关于洗手间：三楼主人房洗手间采用浴缸，其它洗手间均为沐浴，干湿分离。一楼楼梯间洗手间采用蹲便器，其它洗手间采用坐便器。7、有合适的情况可以设置榻榻米。8、露台的布置设计9、花园的规划设计，后花园可以留一小块菜地，其余的大家发挥。10、客厅和餐厅的家俱布置，隔断设置由设计师发挥。尽量彰显大气，简约。实用。11、冰箱采用双开门冰箱，宽度尺寸按1米计算，空调全部采用管道机，热水器为300升空气能热水器，全屋统一供应热水。三、招标要求1、提供有原始JPG图，和现场测量的CAD图，CAD图不是太专业，需要正规化。2、图面要求美观，各图样式要形象，标识清楚，尺寸清晰。3、每人可提供1-2个方案。4、方案需要有简要的设计说明，简述设计思想，设计理念。5、中标单位或可获得装修设计的机会。6、设计图提供CAD2007版本。一旦提交不论中标与否，我方均有权使用该版权部分或全部。7、要求详细注明各工作区和功能区名称；有高差变化时须注明标高。关注的重点提示：1、  客厅区域、餐厅区域的规划布置2、  一楼厨房和杂物间的布局规划。3、  两个主人房的布局。    中标者或可直接承担装修图设计 其它末尽事宜请加QQ：61829660     领取实测CAD简图,2016-01-02,2016.01.28,任务编号：399729,300.0,,,道森装饰设计,https://shop.epwk.com/78dljj1ol5lx/,道森装饰设计,出售服务,https://shop.epwk.com/78dljj1ol5lx/chushou/,企业,六品,40分,,,道森装饰设计,,办公设计,价格面议,酒店设计,价格面议,SPA美容,价格面议,,,,,,,,,,,,
【软装设计】公司前台以及背景墙设计,https://task.epwk.com/398512/,6121人,12人,¥1000,圆满完成,软装设计,o567a164179b76,配合绿色蓝色色调LOGO设计公司前台以及背景墙。位置如图片红圈部分，其中靠电梯处2.4米为可用空间（靠门禁处约有1米空间不可破坏），砸墙后墙面向外延伸约1.5米。配合公司风景园林施工，生态建设主题设计。（公司主营园林绿化和生态建设，业务涵盖园林绿化及养管、景观生态修复与治理、水土保持与水环境治理、苗木生产与养护、生态环境治理技术开发等领域。）设计风格不限，协调就可以。避免施工复杂繁琐。提供税收证明。,2015-12-25,2016.01.16,任务编号：398512,1000.0,,,金蝉设计工作室,https://shop.epwk.com/78n96jkq0nkv/,金蝉设计工作室,出售服务,https://shop.epwk.com/78n96jkq0nkv/chushou/,工作室,五品,40分,,,金蝉设计工作室,,现代风格带点北欧元素,"￥1000
            /套",简欧设计,￥1,地中海效果图,￥1000,室内设计,￥2000,出效果图,"￥300
            /件",图纸设计,"￥500
            /次",装修,"￥1500
            /次",,,,
【店铺厂房】门店门头招牌设计,https://task.epwk.com/397799/,5225人,15人,¥600,圆满完成,店铺厂房,mf137****5211,本门店是一生态园林式的火锅山庄，这次想从新做门头招牌。要求1、做中式风格、碑式结构的招牌。2、此招牌一定要大气、吸引眼球。3、此招牌一定要用灯饰装饰，但不用LED屏幕。注明：比较急三天后选稿 请设计师尽快投交稿件,2015-12-21,2015.12.30,任务编号：397799,600.0,,,家豪装饰工作室的店铺,https://shop.epwk.com/v0n1xyzp057y/,家豪装饰工作室的店铺,出售服务,https://shop.epwk.com/v0n1xyzp057y/chushou/,工作室,八品,39分,,,家豪装饰工作室的店铺,,,,,,,,,,,,,,,,,,,
【软装设计】办公室沙发照片墙排列设计,https://task.epwk.com/395824/,5790人,7人,¥200,圆满完成,软装设计,lsty2015,V体育工作室，沙发照片墙设计装修风格：现代简约装修.墙面颜色：白色.背景墙大小：4.21米 * 2.4米（已剔除沙发的高度）目前情况：首先沙发是咖啡色的，目前已经有四幅NBA球星的球衣相框，每幅的尺寸是0.75米*1.05米，图片的话附件中已上传，这四幅画是固定的，本来老板的意思是四个球衣挂上去，周围就分别挂上对应的球星的照片，但是因为操作起来比较麻烦，所以请各位设计师大神帮忙。要求：1、要有效果图及简易的施工图或者整体的尺寸图，照片墙的整体形状没限制，长方形也可，不规则也可，但是相框外框的颜色也要帮忙搭配一下。            2、我们这边是打算在淘宝上面买相框的，设计出来照片墙的其他相框必须方便在taoobao上面购买的，不用特别定制的。附件中有一个大概的尺寸供参考,2015-12-08,2015.12.18,任务编号：395824,200.0,,,成峰视觉,https://shop.epwk.com/3gd2mglovner/,成峰视觉,出售服务,https://shop.epwk.com/3gd2mglovner/chushou/,工作室,六品,40分,,,成峰视觉,,手机专卖店,价格面议,建筑外观,价格面议,商标logo,价格面议,VI设计logo,价格面议,园林景观及规划,价格面议,厂区鸟瞰,价格面议,家装,价格面议,三维设计,价格面议,,
【店铺厂房】四川串串香餐厅效果图设计,https://task.epwk.com/395379/,5744人,10人,¥600,圆满完成,店铺厂房,jcdzzm,"四川串串香餐厅效果图设计：参照我们提供的照片设计：1、门面效果图2、收银台效果图3、调料台效果图4、大厅效果图及柱子效果图5、大厅顶面效果图6、墙面效果图 效果图直接按参考下面图片设计知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2015-12-05,2015.12.28,任务编号：395379,600.0,,,mf18636916767,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【新房装修】楼梯方案设计,https://task.epwk.com/394737/,6785人,13人,¥960,圆满完成,新房装修,碎蛋超人,新中式风格居家房，现需设计一楼梯，空间为：长2.53米，宽1.72米，高：2.75米。要求：15踏或者13踏，与家具颜色（红木，缅甸花梨）、拼花（水刀）相匹配，能保证双开门冰箱和圆桌上下楼。            在经济实惠，充分利用空间的同时，适当融合更衣、抽屉、衣柜等功能。            附件为尺寸图纸，还有失败案例，请勿重复设计（图纸中窗户已封）,2015-12-02,2016.01.28,任务编号：394737,960.0,,,竹叶常青设计工作室,https://shop.epwk.com/omdwk09q1drp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】河北省馆陶县美丽乡村农家乐外观设计,https://task.epwk.com/394245/,5749人,13人,¥800,圆满完成,单身公寓设计,wdwj,"河北省馆陶县美丽乡村建设项目，现在需要1、农村街道两边商铺外观设计2、农家乐外观设计或logo   2、类型：a、文字、字母或者图像可自由组合无限制，但不能太抽象,最好出现“馆陶县美丽乡村超市”“美丽乡村农家乐”b、颜色醒目，辨识度高c、风格不限制，设计师可自由发挥，但要适合农村，能应用于装修LOGO的应用：店铺设计要能应用于统一的装修，主要是街道两边的店铺，非商场。装修材料或者设计中要突出农业和农村的元素，可上网查关于馆陶县美丽乡村的介绍。其他要求：投稿时要求有解释说明，要符合美丽乡村建设的主题。我县位于河北，后续装修可外包。知识产权说明：1、 所设计的作品为原创，为第一次发布。未侵犯他人的著作权。如有侵犯他人著作权，由设计者承担所有法律责任。2、 中标的设计作品，我方支付设计制作费。即拥有该作品的知识产权，包括著作权、使用权和发布权等，并有权对设计作品进行修改、组合和应用，设计者不得再向其他任何地方使用该设计作品。",2015-11-30,2016.02.25,任务编号：394245,800.0,,,Dfoo视觉品牌设计,https://shop.epwk.com/2j5xoo67k5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】珠宝店面内、外景效果图设计,https://task.epwk.com/393850/,4234人,16人,¥1000,圆满完成,效果图设计,秘密类,任务：珠宝店面内、外景效果图设计任务时间：10天任务费用：内景效果图组1000元、外景效果图500，共计1500元，不排除分别选择不同设计师的内、外景设计稿。建议先由内景开始设计。（外景中标采用直接雇佣方式付款）设计重点说明：有现代感与艺术气息的背景墙或元素贯穿店面内外，是设计的重点。具体货柜款式可借鉴公司原货柜，将LOGO或主要元素呈现在货柜上即可。详细见附件,2015-11-27,2017.01.24,任务编号：393850,1000.0,,,榕树山谷设计屋,https://shop.epwk.com/m7d7wwp7v5q8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】电台酒吧设计图,https://task.epwk.com/392785/,614人,3人,¥300,圆满完成,店铺厂房,平凡之路0479,我有想开一家酒吧店名“冷暖电台”，上下两层，共一百平米带走廊楼梯。要求1电台酒吧风格要求2因为二层是现场，所以一层只需吧台和座位要求3明亮昏暗明亮可通过灯光控制要求4走廊楼梯也需要设计,2015-11-22,2015.12.16,任务编号：392785,300.0,,,林家铺子,https://shop.epwk.com/78n9691mznkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】集控室改造设计3D效果图,https://task.epwk.com/392585/,4881人,3人,¥300,圆满完成,办公空间,杭州博派广告,原集控室50平方左右，进行改造，设计效果图，要求大气，需要一套施工图平面布置图，地面铺装图，顶棚布置图，立面缩影图。有造型要画剖面图和大样节点图。先给2张效果图后，在给我其它平面图，2天之内就需要完工，很急。有经验的设计师详细沟通2582131466@qq.com,2015-11-20,2015.12.04,任务编号：392585,300.0,,,智酷设计工作室,https://shop.epwk.com/v0n1x19ox57y/,智酷设计工作室,出售服务,https://shop.epwk.com/v0n1x19ox57y/chushou/,工作室,五品,35分,,,智酷设计工作室,,自建房设计,价格面议,店铺设计,￥800,家居设计,￥1000,logo设计,"￥500
            /件",,,,,,,,,,
【施工图设计】IT行业小型办公室装修布局图设计,https://task.epwk.com/392458/,8025人,10人,¥300,圆满完成,施工图设计,whitey_cn,项目情况：总面积112平方米，需要提供出效果图，不能只是平面图，提供施工图纸。先提供平面布局图，选中后加价提供效果图及施工图。1、需设计前台，需要设计简结的背景墙，背景墙要求明亮，具现代感（公司主要从事IT业务）。2、地板只能是木地板，办公区桌椅可以是隔断也可以是开放式办公室；房间顶棚不吊顶，但是需要更换比较有特色的灯具；3、尽量利用高度空间，以便办公桌看起来更整洁，即可增加办公区的收纳范围又不会显得压抑杂乱。4、整体办公环境要求简洁、温馨，办公人数在10人以下，需要考虑的独立空间：经理室、财务室、小库房（备件库）5、空间定位：舒适、放松，符合科技公司形象6、空间需求：有会议空间，可播放投影；需要有茶吧，适合小群组交流。,2015-11-20,2015.12.14,任务编号：392458,300.0,,,优悠设计,https://shop.epwk.com/0jneko614nv3/,优悠设计,出售服务,https://shop.epwk.com/0jneko614nv3/chushou/,工作室,八品,40分,,,优悠设计,,家居客厅设计,价格面议,办公室装饰设计,价格面议,效果图制作,价格面议,展厅设计,价格面议,,,,,,,,,,
