标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【软装设计】某汽车照明公司征集形象墙设计,https://task.epwk.com/203967/,6274人,4人,¥50,圆满完成,单人悬赏,haokale,威酷汽车照明设计中心 HID xenon一、设计要求：公司大门进去，一般都有一个前台，就是设计前台后面的那一块墙1、设计几个字，主要是做灯光的2、要求：字体个性化与众不同，让人一看就是做灯光的3、墙上的  尺寸： 宽是2米3  高是1米8有个图可以参考一下，不需要一样!要与众不同,2013.01.14,2013.02.17,任务编号：203967,,,,峰尚视觉,https://shop.epwk.com/7g5yk91qzn0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】婴童店面装修方案,https://task.epwk.com/202937/,17899人,7人,¥1800,圆满完成,单人悬赏,w1889****,"店铺介绍： inpele“婴贝乐”是一家以婴童产品及附属用品·奶粉·产妇用品·童装童服零售店。要装修的店铺位于正街，为两面卷帘门店铺，尺寸请联系QQ15080000567发DWG详细尺寸图。设计要求内容：店铺装修方案，包括店铺平面布置图，立面图，门楣立面图，天花吊顶图，电量布置图，喷淋系统图，效果图。店铺门楣要求横跨两门，具体尺寸见DWG附件。设计要求： 1、有视觉冲击力，总体以白色海蓝色为主; 2、能体现特色，LOGO已有，主要设计货柜款型及摆设让经营上更实用为要求。有不明之处可以打电话询问15080000567！4、附上创意说明。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2013.01.01,2013.01.19,任务编号：202937,,,,VCT视觉工作室,https://shop.epwk.com/0jnekl48ynv3/,VCT视觉工作室,出售服务,https://shop.epwk.com/0jnekl48ynv3/chushou/,工作室,四品,45分,,,VCT视觉工作室,,室内设计,￥5000,服装设计,"￥3000
            /次",3D动画设计,"￥5000
            /次",艺术照片处理,￥2000,网页图片设计,￥2500,产品外观设计,￥5000,建筑外观设计,￥50000,LOGO设计,￥5000,,
【软装设计】路易卡丹酒庄店招、形象墙、室内装修整套,https://task.epwk.com/199801/,7506人,5人,¥800,圆满完成,单人悬赏,emilyzhang2,"因我司旗下品牌“法国路易卡丹酒庄”面向全国招商加盟，故急需有优秀的设计作品供我司加盟店铺统一使用店铺面积100平方米（10M*10M）店内陈列风格不限，设计师可自由发挥。设计的项目有：店招、店内形象墙、店铺内部整体装修    希望优秀的设计师们能够踊跃投稿，作品若经采用，必全额奉上赏银，若在后期的沟通/修改/交稿环节一切顺畅，我司更会考虑与其形成长期的合作关系。设计要求： 设计风格：大气、时尚、有格调、有个性、有意义设计元素：我司可提供已有的LOGO，LOGO颜色可变换。希望设计师们敢想、敢于创新、突破局限、打造出真正适合我司使用的设计作品。其他要求：视觉冲击力强，有自身的特色，让人产生舒心的感觉设计师将完成的作品以JPG的形式发布出来，图片不宜过小，以能正常识别为佳。若作品经我司采用后，设计师需提供除效果图、平面施工图纸，并在设计作品上附加上设计说明、材质说明、报价清单、设计作品原稿发于我司。（若不愿意者请勿随意投稿）知识产权说明： 设计的作品因为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;     我司还将发布更多悬赏内容（企业整套VI体系设计、酒标、酒瓶、产品包装、产品画册、宣传手册、海报、X展架、DM单、户外广告牌……）一系列平面、视频、网站、论坛、摄影等任务，敬请关注",2012.12.05,2012.12.26,任务编号：199801,,,,Q690409696,https://shop.epwk.com/2j5jj0x1v5pz/,Q690409696,出售服务,https://shop.epwk.com/2j5jj0x1v5pz/chushou/,个人,六品,39分,,,Q690409696,,,,,,,,,,,,,,,,,,,
【店铺厂房】中式烤肉店门头设计（店名：您贵姓）,https://task.epwk.com/200422/,17620人,12人,¥300,圆满完成,单人悬赏,bbdbb9691,1、本门面房为上下两层连体二楼，上下面积相等，合计150平米。 2、设计门头为上下两层分体或连体门头。（最好是连体全包造型，二楼窗户可以被门头遮挡）3、门头名称：您贵姓 中式烤肉   （正文 您贵姓  为大字，中式烤肉为小字）4、店面装修风格为中式风格，墙面仿砖壁纸，地面仿木地板，实木桌椅，基本以实木为格调，希望门头也按照中式风格设计。5、欢迎各位大师踊跃设计。,2012.12.02,2013.02.06,任务编号：200422,,,,公牛设计,https://shop.epwk.com/j7n3803w25e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】食用油品专卖店征产品LOGO设计及应用,https://task.epwk.com/200024/,15727人,20人,¥1000,圆满完成,单人悬赏,wb462,一  店面25-30平方米，经营内容：纯山茶油，菜籽油，花生油，大豆油等油品。二 设计主旨需体现原生态，自然，清新。以健康为基点。      设计产品LOGO，应用店面设计（店头，店面，墙体设计）。三  知识产权说明：1、所设计的作品应为原创，此前未以任何形式发表，未在国家商标局注册过，未侵犯他人著作权、设计专利以及受知识产权法保护的其他文体、图像；如有侵犯他人著作权，因标识相同或者类似引起诉讼或无法进行商标注册由设计者承担所有法律责任; 2、选中的设计作品，我公司支付设计费用后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用，设计者不得再向其他任何地方使用该设计作品;3、设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括但不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利，否则构成侵权，本公司保留依法追究设计方法律责任的权利;4、参加此设计任务者被视为同意以上所有声明。,2012.11.28,2013.04.01,任务编号：200024,,,,潮来潮往,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】套内108平方3房2厅装修设计,https://task.epwk.com/199529/,11232人,5人,¥800,圆满完成,单人悬赏,月半弯,"风格：现代简约型风格，要求大方、明亮、温馨。中等档次,全套效果图客厅、厨房、餐厅,卫生间,卧室，初期需要提交效果图确定方案,后期需要提交简单施工图(电路,水路,也要有草图.)",2012.11.22,2013.03.16,任务编号：199529,,,,晶轩设计,https://shop.epwk.com/2j5jjz8j95pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】设计九幅镂空木雕图案,https://task.epwk.com/199480/,13687人,9人,¥1000,圆满完成,单人悬赏,zeroboss,正对大门的门厅有一排柜子，上下两排，一排六扇，共十二扇柜门，上下门中间有留空。侧边有一排柜子，上下两排，一排三扇，共六扇柜门，中间无留空。准备用镂空的木雕覆上玻璃加上边框做柜门。现在需要设计两个柜子下部，一个六扇，一个三扇，共九扇柜门木雕的镂空图案。大小尺寸样式见附件图示。要求：1、从1号到9号，图案分别是，牡丹、白玉兰、荷花、郁金香、向日葵、兰花、松、竹、梅。2、适合于木雕工艺。3、每个图案的长宽尺寸按照1-9号门的标注尺寸，留40MM的边框。4、提交矢量图。,2012.11.22,2012.12.12,任务编号：199480,,,,将东顺设计,https://shop.epwk.com/0jnekm819nv3/,将东顺设计,出售服务,https://shop.epwk.com/0jnekm819nv3/chushou/,工作室,七品,40分,,,将东顺设计,,家装设计,"￥5000
            /月",,,,,,,,,,,,,,,,
【店铺厂房】花店起名 以及logo设计,https://task.epwk.com/198491/,12323人,15人,¥100,圆满完成,单人悬赏,吃货1987,"自己要开一个小花店，希望大家帮我取一个花店名字，同时设计一个logo。设计要求： 1、大气、简洁、明快; 2、有视觉冲击力，醒目易识别，突出花店; 3、能体现特色，LOGO已有，但如限制了设计师的创意，可重新设计。 4、附上创意说明。 知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2012.11.12,2013.03.05,任务编号：198491,,,,奇星设计,https://shop.epwk.com/rp5z4jz00dx3/,奇星设计,出售服务,https://shop.epwk.com/rp5z4jz00dx3/chushou/,工作室,五品,40分,,,奇星设计,,标志设计,0,广告设计,0,招牌设计,0,VI设计,0,产品样本,0,卡片设计,0,海报设计,0,宣传画册设计,0,奇星设计作品,￥0
【店铺厂房】家居装饰贴膜专卖店店效果图征集,https://task.epwk.com/198452/,591人,5人,¥300,圆满完成,单人悬赏,十倍速,"一、设计要求和说明：这个专卖店效果图是用于形象展示的通用版，故无需按照具体的店面尺寸设计，附近里有标志和产品图1、 装修效果须与品牌主色调相符，符合品牌理念2、设计3张效果图：1、专卖店外景图；2、店内主视角图；3、店内辅视角图3、.店招要突出，品牌感、格调感要强，店内要有形象墙、收银台、墙面货架、地面货架。4、要求简单，设计师在设计前可以先加Q联系：19011796215、.附上创意说明。 二、知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2012.11.11,2012.11.21,任务编号：198452,,,,晶轩设计,https://shop.epwk.com/2j5jjz8j95pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】办公室立体图案装饰设计,https://task.epwk.com/198422/,8377人,7人,¥500,圆满完成,单人悬赏,yakangbo,一、公司介绍嘉兴雅康博生物科技有限公司是一家癌症基因检测机构，一直致力于应用现代分子生物学技术研究与开发新型癌症检测方法，依据癌症的“个性化治疗”理念，提供包括癌症早期筛查、药物选择、治疗效果跟踪、预后评估、复发转移监控等多种检测服务。公司网址：www.accb.com.cn 二、设计主体     整个装修的空间高度大约为5米，设计的主体是一面3.3米*2.2米的墙，底下是将近3米的玻璃门，设计空间并不局限于墙上，可发挥在玻璃门上方的立体空间与右边楼梯口上方的空间。具体可见附件图片，另外附件中有公司logo供参考。三、设计要求   1.设计需要具有现代感、艺术感，整体简单、大方，跟生命科学、分子生物相关最佳，没有限制。   2.设计需与主色调配合，公司主色调为蓝色，办公室装修主色调为深灰色。   3.设计的图案需要做成立体的，可以是立体的图案贴在墙面，也可以是立体的图案在墙面或者地面寻找支点固定。   4.设计的图案需写明制作的材质、尺寸、颜色，如何安装使得支点能承受，保证不会掉落。 5.需要图片等更多资料可加qq:2807980929,2012.11.10,2012.11.23,任务编号：198422,,,,晶轩设计,https://shop.epwk.com/2j5jjz8j95pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】征集品牌奶茶店设计方案效果,https://task.epwk.com/198389/,9202人,5人,¥300,圆满完成,单人悬赏,kongming1984,面积就大概11平米，门头灯箱部分设计要大气醒目简洁大方，灯光明亮，视觉冲击，材质要标明风格就是：简约、时尚、温馨、休闲，风格其实随意，主要是不能花太多钱。可以长期合作！,2012.11.09,2012.11.24,任务编号：198389,,,,晶轩设计,https://shop.epwk.com/2j5jjz8j95pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】某培训中心征集前台及前台形象墙设计,https://task.epwk.com/195514/,6864人,3人,¥100,圆满完成,单人悬赏,fever521xue,"万国精英教育应用经营介绍： 万国精英教育是一家以经营中小学生辅导为主的教育培训中心VI应用内容：logo已有、前台设计，前台形象墙设计设计要求： 1、大气、简洁、明快; 2、有视觉冲击力，醒目易识别，突出教育元素; 3、能体现特色，LOGO已有，但如限制了设计师的创意，可重新设计。 4、附上创意说明。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2012.10.12,2012.12.09,任务编号：195514,,,,万法皆空设计工作室,https://shop.epwk.com/zqdplz1vkn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】简单的外墙装修 需和内饰搭调,https://task.epwk.com/193685/,6820人,4人,¥100,圆满完成,单人悬赏,lion5010,做一个售楼部外墙的设计 我提供实体照片 和内饰的设计 里外要搭调 只要出个效果图 顺便带上材料 但造价不能太高了,2012.10.01,2012.10.11,任务编号：193685,,,,VCT视觉工作室,https://shop.epwk.com/0jnekl48ynv3/,VCT视觉工作室,出售服务,https://shop.epwk.com/0jnekl48ynv3/chushou/,工作室,四品,45分,,,VCT视觉工作室,,室内设计,￥5000,服装设计,"￥3000
            /次",3D动画设计,"￥5000
            /次",艺术照片处理,￥2000,网页图片设计,￥2500,产品外观设计,￥5000,建筑外观设计,￥50000,LOGO设计,￥5000,,
【单身公寓设计】39平客厅装修设计送给老爸老妈,https://task.epwk.com/192818/,6684人,4人,¥300,圆满完成,单人悬赏,小明月光白,1主要中式风格，简单大方实用。图片上的家具需保留，图片上注明ABC3个区域，希望AB之间有隔断，主要色彩搭配  2、A区电视背景墙 B区想做一个喝茶的区域已经定制2.5米茶桌一个， C 区主要想靠墙放一个1.8米的鱼缸和两边放些植物。 3、希望设计师能把这些东西完美的搭配起来，送给老爸老妈（60岁)有意向的设计师 具体细节 详谈。谢谢。,2012.09.24,2012.10.10,任务编号：192818,,,,QQ690409696的店铺,https://shop.epwk.com/78n96jklonkv/,QQ690409696的店铺,出售服务,https://shop.epwk.com/78n96jklonkv/chushou/,工作室,九品,38分,,,QQ690409696的店铺,,酒店包房,￥500,现代风格,￥1200,,,,,,,,,,,,,,
【单身公寓设计】广西楼中楼带阁楼，效果图和施工图,https://task.epwk.com/191757/,14531人,7人,¥960,圆满完成,单人悬赏,牡丹园,一、居住人口、八零后小夫妻、孩子、公公婆婆二、基本要求 1、家里居住人口少，要求有3个卧室+餐厅 2、一楼1个卧室，客厅、餐厅、次卫、厨房 3、二楼主卧、主卫、小卧房、封闭式过道（还没想到怎么利用，请合理利用这个空间）4、阁楼（书房）兼容客卧三、具体要求 （毛坯房，设计师在满足基本要求下可重新设计）整体风格：地中海田园简约风格，现代、简约、实用、温馨、明亮、方便清洁打扫，要符合传统风水    装修预算：费用在9万，包含衣柜和橱柜、防盗窗，不包括家电1、一楼要求整体体现简洁舒适明亮。不要木地板，用瓷砖。卫生间：安装淋浴器、马桶、浴霸、洗脸台，须考虑简单储物需要。做吊顶，装抽风机。厨房：厨房面积小，把窗台打掉，和阳台连接起来。放置整体橱柜。要多考虑储物功能。卧室：预留电视线、网线、台式电脑摆放。要有衣柜、床头柜，飘窗希望设计师能合理利用，美观实用。房屋缺陷：①一楼一开门右手边就是卫生间，要合理美化卫生间门（最好看不出那是卫生间）。②进门过道有些窄，要合理规划进门鞋柜的布置（家里人鞋子比较多）。③一楼没有明确划定饭厅的位置，设计时请合理考虑。如没有合适的位置设置为餐厅，可考虑把一楼一间房间划定为餐厅。④一楼到二楼的楼梯方位等，设计时请结合餐厅位置考虑在内。2、二楼要求：主卧有露台，考虑搭个雨棚。卫生间比较宽敞，安装整体浴房，不装浴缸。安装马桶、浴霸、洗脸台，做吊顶，装抽风机，干湿功能合理分区房屋缺陷：①楼梯上来的过道处预留的空间太多，造成浪费，请合理利用。②主卧设计不合理，四面墙不是有窗就是有门，风水学上好像不太好，请合理设计（是不是把飘窗全部封闭起来，做别的用途）还有就是主卧面积太小，请考虑衣柜的设计和布局摆放。③二楼只有一个卫生间，考虑到以后小孩也住二楼，上卫生间要通过主卧才能进卫生间，很不方便。这块也请考虑进去。④卫生间的后边有一个小的封闭过道，是不是和主卫打通？3、阁楼要求：露台往上有一个阁楼，做成一个书房把阁楼利用起来。希望从一楼的楼梯直接做楼梯直达三楼。4、其他要求：屋顶的横梁比较多，横梁的遮挡问题，或者是做吊顶。小区的治安环境不好，防盗窗等设施要完善。       每楼层高度2.8米四、中标要求1、能够体现设计师针对此套房屋的缺陷独有的设计理念的设计方案。请勿提供简单堆砌模型渲染出的效果图或与本户型无关的参考图片。请勿使用百度、谷歌、搜狗等家装效果图 2、设计方案布局要合理，实用，并且应最大程度的利用空间，符合传统风水 3、符合基本的功能要求及预算要求，在满足基本要求下如有更好的创意设计可沟通更改 4、设计师对自己设计的方案根据双方交流能进行合理、及时修改设计方案 5、竞标人员可以先出平面布置图和关键的效果图参考，中标后必须提供施工图以及水电布局图入围后需要有施工图，可以先提供平面布置及效果图 五、中标后须提供的资料： 1、详细施工图纸一套（平面设计图，装修平面图，吊顶图，立面装修图，地板布置图，强弱电路图，电灯插座、开关控制布置，地面防水处理、给排水路图，主要立面图，节点大样图等） 2、 必须附有主要的施工工艺说明及施工注意事项的说明资料，便于清包装修。每张图纸最好有材料清单：图例、材料名称、规格型号，数量，参考品牌，参考价格等便于按图购买。 3、效果图：效果图包括客厅、饭厅、卧室、露台、厨房、卫生间、及书房等房间（家具、电器和灯饰的摆放)及通道的效果；要能清楚的看到各角度的墙面、地面及吊顶。效果图纸应包括每个房间（家俱、电器和灯饰的摆设）4、如果设计师有什么更创新大胆的设计思路也可以沟通，尽情发挥。任务征集期间，雇主联系QQ:731256951,2012.09.13,2012.11.01,任务编号：191757,,,,晶轩设计,https://shop.epwk.com/2j5jjz8j95pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】英特国际幼稚园形象墙设计,https://task.epwk.com/189244/,34667人,14人,¥300,圆满完成,单人悬赏,英特国际幼稚园,"企业介绍：英特国际幼稚园是由华莱仕（潍坊）不动产经营管理机构投资兴办的幼儿教育连锁机构，其以“创建一个可以被复制的幼儿教育管理模式，建立一个自动纠偏的企业系统，为有志于教育的人士搭建一个施展才华的平台，让更多的孩子接受更好的教育”为企业宗旨，以“在爱的呵护下快乐成长（爱润童心，快了成长）”为教育理念，以“培养健康活泼、文明乐群、好奇探究的好儿童”为培养目标，以“多元智能教育、双语教育、经典教育”为主要特色，扎根教育，脚踏实地为中国的教育做出贡献。设计应用：幼儿园形象墙设计设计要求： ·                       1、大气、简洁、明快; ·                       2、有视觉冲击力，醒目易识别，突出教育品牌元素; ·                       3、能体现特色。 ·                       4、附上创意说明。 设计说明：上传的图片中有幼儿园门厅图片，图片的形象墙是借鉴别人的设计，需要重新设计。形象墙面积为7.6米宽，3米高。知识产权说明： ·                       1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; ·                       2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2012.08.23,2012.09.09,任务编号：189244,,,,万法皆空设计工作室,https://shop.epwk.com/zqdplz1vkn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】二手房小三室客厅，主卧装修,https://task.epwk.com/188680/,31713人,9人,¥1000,圆满完成,单人悬赏,吉利达,小三室装修 设计要求：1厨房客厅一体，有中国元素。2儿童房以海洋为主题元素，家具已经基本定下来风格了3 主卧需要有日式风格。4大洗手间蓝白风格，有参考图片5小洗手间有海洋元素。,2012.08.20,2012.10.01,任务编号：188680,,,,蓝色雪花2012的店铺,https://shop.epwk.com/rp5z47rz8dx3/,蓝色雪花2012的店铺,出售服务,https://shop.epwk.com/rp5z47rz8dx3/chushou/,工作室,八品,37分,,,蓝色雪花2012的店铺,,,,,,,,,,,,,,,,,,,
【单身公寓设计】客、餐厅隔断暨客厅背景墙装修设计,https://task.epwk.com/188529/,10497人,8人,¥200,圆满完成,单人悬赏,Aresyl,1、简洁、现代简约风格2、既要形成美观大方的客厅背景墙，又不能缩小房间的空间感和通透感。3、房间现场照片如下图（附件）,2012.08.19,2012.10.01,任务编号：188529,,,,智酷设计工作室,https://shop.epwk.com/v0n1x19ox57y/,智酷设计工作室,出售服务,https://shop.epwk.com/v0n1x19ox57y/chushou/,工作室,五品,35分,,,智酷设计工作室,,自建房设计,价格面议,店铺设计,￥800,家居设计,￥1000,logo设计,"￥500
            /件",,,,,,,,,,
【软装设计】厂区大门形象墙效果图设计,https://task.epwk.com/187509/,36578人,11人,¥200,圆满完成,单人悬赏,xmxmq_cn,形象墙效果图设计要求：要做两个方案，一、用铝塑板来做效果图 二、用大理石来设计，三、内空尺寸为：长7200*高5000，柱子为：长1500*厚2000,2012.08.10,2012.08.22,任务编号：187509,,,,公牛设计,https://shop.epwk.com/j7n3803w25e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】晨艺戏剧艺术坊形象墙，门脸，LOGO设计,https://task.epwk.com/186472/,10182人,4人,¥300,圆满完成,单人悬赏,snrtao,"晨艺戏剧艺术坊，分少儿培训和高考培训两部分。 以表演专业为主，话剧表演，影视表演，主持表演还有舞蹈表演。 应用内容：设计LOGO、形象墙设计、门脸设计。设计要求：1、门脸颜色鲜艳明亮，以亮黄和亮蓝为主，玻璃门两扇，门顶学校名称，LOGO；门边做个可爱形状的橱窗，放奖品以及宣传照（大概形状见文件，门脸总宽4.75M，高3M）2、形象墙要能突出表演专业特色，并且有趣味性。3、LOGO要形象，生动。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2012.08.01,2012.08.19,任务编号：186472,,,,12分,https://shop.epwk.com/zqdply639n1v/,12分,出售服务,https://shop.epwk.com/zqdply639n1v/chushou/,工作室,四品,49分,,,12分,,,,,,,,,,,,,,,,,,,
【单身公寓设计】建筑外墙立面装修设计,https://task.epwk.com/186315/,20838人,5人,¥1000,圆满完成,单人悬赏,erjian,"某建筑公司大楼外墙立面装修设计设计要求： 1、根据所提供的建筑外墙外观相片，对本座大楼的建筑外墙进行立面装修设计，提供外观效果图，2、外墙墙面材料：外墙涂料，3、阳台、窗户外观及材料设计，4、底层入户大门外观装饰设计，5、设计风格大气、醒目、有视觉冲击力，6、附上创意说明。知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2012.07.31,2012.08.29,任务编号：186315,,,,陈小姐88888的店铺,https://shop.epwk.com/3gd2m7qzgner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】客厅设计——重点在一客两用,https://task.epwk.com/185489/,10155人,8人,¥150,圆满完成,单人悬赏,jimlin,"客厅设计，最终我要的是一个施工图和一个效果图，先出效果图看效果。要求：1、简洁大方 2、房高2.8米，客厅要两个用途：1客厅和2客人留宿使用，至少可以睡两个人。我有三个想法：1是做出一个小隔间，2是做一个小二层的隔段，3是有移动门,可以睡觉时把客厅封闭成一个房间。我最终会选择效果相对好的那个。当然你也可以根据自己的优势来选择做哪个效果，而不是三个全做。 3、阳台的主要用途是洗晾晒，所以就不要把阳台改成休息用的地方了。 4、房子已是简装，所以其他差不多只做软装就可以了，不要有太大的改动。 5、房子尺寸是自己量，自己画的。",2012.07.25,2012.08.14,任务编号：185489,,,,littlejay716,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】63平方小房型装修效果图,https://task.epwk.com/183707/,11555人,3人,¥100,圆满完成,单人悬赏,desmoke,"户型图是自己画的，可能不太标准。要求：
1。阳台与客厅，客厅与餐厅，餐厅与厨房，共做三处隔断。要看去比较通透，敞亮，客厅有客来时能做客房。
2.厨房的油烟机和燃气灶在西面，水槽在北窗下，热水器在窗户东面。卫生间淋浴房在西面，90度半圆型。所有地板砖都是淡冷色调。以上格局已定，无法更改。
 
3。效果图要求看上去简洁明亮，空间大。如有大致的材料清单和价格更佳。",2012.07.10,2012.07.27,任务编号：183707,,,,我是胖子的商铺,https://shop.epwk.com/2j5jjw2x25pz/,我是胖子的商铺,出售服务,https://shop.epwk.com/2j5jjw2x25pz/chushou/,个人,九品,32分,,,我是胖子的商铺,,,,,,,,,,,,,,,,,,,
【单身公寓设计】用3DMAX做窗帘展示，需要3D源文件,https://task.epwk.com/183682/,11631人,4人,¥100,圆满完成,单人悬赏,施乐强,"用3DMAX做窗帘展示，做成差不多照片级的效果，可以提供室内模型，只需要你打灯光。需要提供最后的3D源文件

效果如下图",2012.07.10,2012.07.31,任务编号：183682,,,,lijinfeng1990的店铺,https://shop.epwk.com/qgdmjvgmgdke/,lijinfeng1990的店铺,出售服务,https://shop.epwk.com/qgdmjvgmgdke/chushou/,个人,九品,31分,,,lijinfeng1990的店铺,,,,,,,,,,,,,,,,,,,
【单身公寓设计】不同户型的公寓房装修方案,https://task.epwk.com/182757/,10422人,2人,¥3000,圆满完成,单人悬赏,jackyitang,靠近学校附近不同户型的公寓房寻求能成为在三口之家居住的装修方案。主要是布局方案，有实力者可以提交方案联系我详细沟通。,2012.07.04,2012.08.27,任务编号：182757,,,,智巅设计Z·D·Design,https://shop.epwk.com/89dvg4l2ldl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】美家居（开关灯饰）店面门面头设计,https://task.epwk.com/181426/,7344人,3人,¥200,圆满完成,单人悬赏,chengdoer,"店面介绍：

店面尺寸：高度5.5米，宽度8.7米；门头朝向西。

店面名称：美家居；

经营内容：开关、灯饰；

设计要求：

门头右下角再放一个长度2.8米，宽度0、4米的电子显示屏；经营开关品牌16个，照明品牌4个，外形设计同红星美凯龙外形相似，最外面钢化玻璃，钢化玻璃里面是不同规则形状的16个品牌开关和4个照明产品写真显示，晚上看上去也要有很好的效果。

最终提交：

1、整体的设计说明：包括项目的创意 、主题的表现手法及相关的技术经济指标等。
2、总体彩色平面图。
3、主要景点的透视效果图。
4、施工效果图",2012.06.24,2012.07.27,任务编号：181426,,,,智巅设计Z·D·Design,https://shop.epwk.com/89dvg4l2ldl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】化妆品店（含洗化用品) 门头效果图,https://task.epwk.com/177188/,15131人,4人,¥200,圆满完成,单人悬赏,panmingfeng,店面地址：南京 店面门头 2米(高）*0.6米（突出来）*6米（长） 】门两边是木匠包起来的，高3米 宽0.47米 .店名 : 美之城 (需要加什么应征者看; 比如字母拉等等.) 店里的摆设和产品跟 屈臣氏差不多。店面的左右是卖的男装 ： 劲霸 九牧 利郎 。 我们在中间 ，门头的高度宽度 台阶都在一条线上。要求 ：要突出我们是卖化妆品的，洗化用品的，不要被男装埋没。,2012.06.12,2012.08.18,任务编号：177188,,,,劲翼工作室,https://shop.epwk.com/89dvg9x8wdl2/,劲翼工作室,出售服务,https://shop.epwk.com/89dvg9x8wdl2/chushou/,工作室,七品,39分,,,劲翼工作室,,,,,,,,,,,,,,,,,,,
